"childID" "child" "house" "street" "district" "town" "response" "gender"
"34" 1 3 "door1" 4 "A" "Leeds" 101.394715799914 "female"
"35" 2 3 "door1" 4 "A" "Leeds" 84.6376787294767 "female"
"36" 3 3 "door1" 4 "A" "Leeds" 90.1717359509841 "female"
"37" 1 4 "door2" 4 "A" "Leeds" 90.1454326874522 "female"
"38" 2 4 "door2" 4 "A" "Leeds" 82.2979157303107 "female"
"39" 3 4 "door2" 4 "A" "Leeds" 88.7180162749977 "male"
"40" 4 4 "door2" 4 "A" "Leeds" 88.9438757625019 "female"
"41" 1 2 "door3" 4 "A" "Leeds" 88.3313083024632 "female"
"42" 2 2 "door3" 4 "A" "Leeds" 98.8201916391092 "male"
"43" 1 1 "door4" 4 "A" "Leeds" 94.5872203292953 "female"
"44" 1 1 "door1" 5 "A" "Leeds" 97.7017558921543 "female"
"45" 1 4 "door2" 5 "A" "Leeds" 96.3799471370315 "female"
"46" 2 4 "door2" 5 "A" "Leeds" 91.0911027673602 "female"
"47" 3 4 "door2" 5 "A" "Leeds" 99.822402388882 "male"
"48" 4 4 "door2" 5 "A" "Leeds" 90.611887159287 "male"
"49" 1 2 "door3" 5 "A" "Leeds" 102.237158365519 "female"
"50" 2 2 "door3" 5 "A" "Leeds" 89.9409266801375 "male"
"51" 1 2 "door4" 5 "A" "Leeds" 97.2990792627719 "male"
"52" 2 2 "door4" 5 "A" "Leeds" 99.9296743226294 "female"
"53" 1 2 "door1" 6 "A" "Leeds" 90.79391417648 "male"
"54" 2 2 "door1" 6 "A" "Leeds" 80.1737821973 "male"
"55" 1 3 "door2" 6 "A" "Leeds" 86.9477624073359 "male"
"56" 2 3 "door2" 6 "A" "Leeds" 93.9655315220697 "male"
"57" 3 3 "door2" 6 "A" "Leeds" 85.4857987738673 "male"
"58" 1 3 "door3" 6 "A" "Leeds" 96.4547004310644 "female"
"59" 2 3 "door3" 6 "A" "Leeds" 91.1991573067301 "male"
"60" 3 3 "door3" 6 "A" "Leeds" 89.7619633356588 "female"
"61" 1 1 "door4" 6 "A" "Leeds" 89.8780288750249 "female"
"62" 1 3 "door1" 7 "A" "Leeds" 111.22357198296 "female"
"63" 2 3 "door1" 7 "A" "Leeds" 87.4903233539616 "female"
"64" 3 3 "door1" 7 "A" "Leeds" 104.063247661766 "male"
"65" 1 1 "door2" 7 "A" "Leeds" 86.7202016218494 "female"
"66" 1 2 "door3" 7 "A" "Leeds" 103.659722826597 "male"
"67" 2 2 "door3" 7 "A" "Leeds" 95.7035965122022 "female"
"68" 1 6 "door4" 7 "A" "Leeds" 91.4997767135598 "male"
"69" 2 6 "door4" 7 "A" "Leeds" 104.026632539312 "female"
"70" 3 6 "door4" 7 "A" "Leeds" 87.1230749735949 "female"
"71" 4 6 "door4" 7 "A" "Leeds" 92.5071949105437 "female"
"72" 5 6 "door4" 7 "A" "Leeds" 91.3164238671314 "female"
"73" 6 6 "door4" 7 "A" "Leeds" 86.4006881965096 "female"
"74" 1 7 "door1" 8 "A" "Leeds" 92.9997192667423 "male"
"75" 2 7 "door1" 8 "A" "Leeds" 93.8747806492484 "female"
"76" 3 7 "door1" 8 "A" "Leeds" 91.0041423528887 "female"
"77" 4 7 "door1" 8 "A" "Leeds" 83.1119995670855 "male"
"78" 5 7 "door1" 8 "A" "Leeds" 83.5921701678748 "male"
"79" 6 7 "door1" 8 "A" "Leeds" 93.8777291999168 "male"
"80" 7 7 "door1" 8 "A" "Leeds" 102.391853425921 "male"
"81" 1 4 "door2" 8 "A" "Leeds" 82.5799104271016 "male"
"82" 2 4 "door2" 8 "A" "Leeds" 90.4636074234319 "female"
"83" 3 4 "door2" 8 "A" "Leeds" 90.5852242778466 "female"
"84" 4 4 "door2" 8 "A" "Leeds" 83.8785011050129 "female"
"85" 1 2 "door3" 8 "A" "Leeds" 92.4174620975108 "female"
"86" 2 2 "door3" 8 "A" "Leeds" 79.9177004744352 "male"
"87" 1 3 "door4" 8 "A" "Leeds" 85.6831687477629 "male"
"88" 2 3 "door4" 8 "A" "Leeds" 94.771986027831 "male"
"89" 3 3 "door4" 8 "A" "Leeds" 87.2039116726616 "female"
"90" 1 4 "door1" 9 "A" "Leeds" 73.9106790923611 "male"
"91" 2 4 "door1" 9 "A" "Leeds" 76.4930644099717 "female"
"92" 3 4 "door1" 9 "A" "Leeds" 72.3831763697698 "male"
"93" 4 4 "door1" 9 "A" "Leeds" 87.3663591959852 "male"
"94" 1 3 "door2" 9 "A" "Leeds" 82.8474533020747 "female"
"95" 2 3 "door2" 9 "A" "Leeds" 83.4901473270014 "male"
"96" 3 3 "door2" 9 "A" "Leeds" 88.210995101802 "female"
"97" 1 2 "door3" 9 "A" "Leeds" 75.2134935663291 "male"
"98" 2 2 "door3" 9 "A" "Leeds" 79.4945258515907 "female"
"99" 1 3 "door4" 9 "A" "Leeds" 78.2465389973481 "female"
"100" 2 3 "door4" 9 "A" "Leeds" 80.1425435816344 "male"
"101" 3 3 "door4" 9 "A" "Leeds" 82.6037359832398 "female"
"102" 1 2 "door1" 10 "A" "Leeds" 96.262913671655 "male"
"103" 2 2 "door1" 10 "A" "Leeds" 79.4509176168753 "female"
"104" 1 5 "door2" 10 "A" "Leeds" 83.8013363962222 "male"
"105" 2 5 "door2" 10 "A" "Leeds" 85.1896969994918 "female"
"106" 3 5 "door2" 10 "A" "Leeds" 97.6743999117681 "male"
"107" 4 5 "door2" 10 "A" "Leeds" 84.2633898900643 "female"
"108" 5 5 "door2" 10 "A" "Leeds" 95.8314231687581 "male"
"109" 1 2 "door3" 10 "A" "Leeds" 103.18569139739 "female"
"110" 2 2 "door3" 10 "A" "Leeds" 96.7803529101801 "female"
"111" 1 4 "door4" 10 "A" "Leeds" 90.7260598622032 "male"
"112" 2 4 "door4" 10 "A" "Leeds" 97.0686506491256 "male"
"113" 3 4 "door4" 10 "A" "Leeds" 98.2058972948187 "male"
"114" 4 4 "door4" 10 "A" "Leeds" 92.42917945388 "male"
"115" 1 4 "door1" 1 "B" "Leeds" 93.6545926847581 "female"
"116" 2 4 "door1" 1 "B" "Leeds" 103.341486309947 "male"
"117" 3 4 "door1" 1 "B" "Leeds" 101.822088252351 "female"
"118" 4 4 "door1" 1 "B" "Leeds" 101.79670764262 "female"
"119" 1 4 "door2" 1 "B" "Leeds" 95.2406759360434 "female"
"120" 2 4 "door2" 1 "B" "Leeds" 102.79066856218 "female"
"121" 3 4 "door2" 1 "B" "Leeds" 96.7324345753294 "male"
"122" 4 4 "door2" 1 "B" "Leeds" 106.647283219248 "female"
"123" 1 3 "door3" 1 "B" "Leeds" 101.872430098511 "male"
"124" 2 3 "door3" 1 "B" "Leeds" 91.6326433061051 "male"
"125" 3 3 "door3" 1 "B" "Leeds" 102.971781738802 "male"
"126" 1 5 "door4" 1 "B" "Leeds" 91.2608693351239 "female"
"127" 2 5 "door4" 1 "B" "Leeds" 99.5640551989102 "female"
"128" 3 5 "door4" 1 "B" "Leeds" 105.283080942352 "male"
"129" 4 5 "door4" 1 "B" "Leeds" 97.8886860522445 "male"
"130" 5 5 "door4" 1 "B" "Leeds" 88.6023393797449 "male"
"131" 1 1 "door1" 2 "B" "Leeds" 115.682302721247 "female"
"132" 1 2 "door2" 2 "B" "Leeds" 111.80714879414 "female"
"133" 2 2 "door2" 2 "B" "Leeds" 111.808558546817 "female"
"134" 1 3 "door3" 2 "B" "Leeds" 120.058257809354 "female"
"135" 2 3 "door3" 2 "B" "Leeds" 117.190602383635 "male"
"136" 3 3 "door3" 2 "B" "Leeds" 111.884088668762 "female"
"137" 1 4 "door4" 2 "B" "Leeds" 96.9838882551433 "female"
"138" 2 4 "door4" 2 "B" "Leeds" 111.082011124943 "female"
"139" 3 4 "door4" 2 "B" "Leeds" 103.385803726234 "female"
"140" 4 4 "door4" 2 "B" "Leeds" 96.918700397848 "female"
"141" 1 3 "door1" 3 "B" "Leeds" 117.937541349155 "female"
"142" 2 3 "door1" 3 "B" "Leeds" 98.0269395214013 "male"
"143" 3 3 "door1" 3 "B" "Leeds" 116.001155846191 "female"
"144" 1 5 "door2" 3 "B" "Leeds" 114.376013138603 "female"
"145" 2 5 "door2" 3 "B" "Leeds" 109.124765112084 "male"
"146" 3 5 "door2" 3 "B" "Leeds" 119.012132408395 "male"
"147" 4 5 "door2" 3 "B" "Leeds" 103.765365793088 "male"
"148" 5 5 "door2" 3 "B" "Leeds" 109.529976109262 "male"
"149" 1 3 "door3" 3 "B" "Leeds" 110.686465982945 "female"
"150" 2 3 "door3" 3 "B" "Leeds" 114.137333338211 "male"
"151" 3 3 "door3" 3 "B" "Leeds" 96.9187988540445 "female"
"152" 1 5 "door4" 3 "B" "Leeds" 107.587582807804 "female"
"153" 2 5 "door4" 3 "B" "Leeds" 107.163913612804 "male"
"154" 3 5 "door4" 3 "B" "Leeds" 114.053262039223 "female"
"155" 4 5 "door4" 3 "B" "Leeds" 112.811756786371 "female"
"156" 5 5 "door4" 3 "B" "Leeds" 108.304515860738 "male"
"157" 1 5 "door1" 4 "B" "Leeds" 99.0606653715469 "female"
"158" 2 5 "door1" 4 "B" "Leeds" 97.6279645724137 "male"
"159" 3 5 "door1" 4 "B" "Leeds" 113.671736391211 "female"
"160" 4 5 "door1" 4 "B" "Leeds" 89.9453836527631 "female"
"161" 5 5 "door1" 4 "B" "Leeds" 101.543586779713 "male"
"162" 1 2 "door2" 4 "B" "Leeds" 94.7887454914326 "female"
"163" 2 2 "door2" 4 "B" "Leeds" 93.7299660355894 "female"
"164" 1 5 "door3" 4 "B" "Leeds" 103.363916242704 "female"
"165" 2 5 "door3" 4 "B" "Leeds" 89.9156519103556 "female"
"166" 3 5 "door3" 4 "B" "Leeds" 106.384889169878 "male"
"167" 4 5 "door3" 4 "B" "Leeds" 102.49986552715 "female"
"168" 5 5 "door3" 4 "B" "Leeds" 95.818630957854 "male"
"169" 1 6 "door4" 4 "B" "Leeds" 111.26814689857 "male"
"170" 2 6 "door4" 4 "B" "Leeds" 107.070129352399 "female"
"171" 3 6 "door4" 4 "B" "Leeds" 102.356610047467 "female"
"172" 4 6 "door4" 4 "B" "Leeds" 104.159459419134 "male"
"173" 5 6 "door4" 4 "B" "Leeds" 106.491163755436 "male"
"174" 6 6 "door4" 4 "B" "Leeds" 107.527677104789 "female"
"175" 1 1 "door1" 5 "B" "Leeds" 116.671733607846 "female"
"176" 1 2 "door2" 5 "B" "Leeds" 108.760963371289 "female"
"177" 2 2 "door2" 5 "B" "Leeds" 103.984963381427 "male"
"178" 1 3 "door3" 5 "B" "Leeds" 115.90213028027 "male"
"179" 2 3 "door3" 5 "B" "Leeds" 114.646967054225 "female"
"180" 3 3 "door3" 5 "B" "Leeds" 118.208523895959 "male"
"181" 1 4 "door4" 5 "B" "Leeds" 100.324853666146 "female"
"182" 2 4 "door4" 5 "B" "Leeds" 109.953311501615 "male"
"183" 3 4 "door4" 5 "B" "Leeds" 95.2760009155783 "female"
"184" 4 4 "door4" 5 "B" "Leeds" 98.5226291584573 "female"
"185" 1 6 "door1" 6 "B" "Leeds" 104.642324297755 "female"
"186" 2 6 "door1" 6 "B" "Leeds" 116.89251188869 "female"
"187" 3 6 "door1" 6 "B" "Leeds" 112.392030107341 "female"
"188" 4 6 "door1" 6 "B" "Leeds" 119.805966677929 "male"
"189" 5 6 "door1" 6 "B" "Leeds" 117.912338655947 "male"
"190" 6 6 "door1" 6 "B" "Leeds" 111.078142591315 "male"
"191" 1 3 "door2" 6 "B" "Leeds" 108.794800403873 "female"
"192" 2 3 "door2" 6 "B" "Leeds" 125.306072992973 "female"
"193" 3 3 "door2" 6 "B" "Leeds" 101.139729868568 "female"
"194" 1 3 "door3" 6 "B" "Leeds" 105.841549161649 "female"
"195" 2 3 "door3" 6 "B" "Leeds" 104.762454938462 "female"
"196" 3 3 "door3" 6 "B" "Leeds" 103.245988009717 "female"
"197" 1 4 "door4" 6 "B" "Leeds" 120.055499571634 "male"
"198" 2 4 "door4" 6 "B" "Leeds" 103.745375875978 "male"
"199" 3 4 "door4" 6 "B" "Leeds" 99.9591912306167 "female"
"200" 4 4 "door4" 6 "B" "Leeds" 102.904449193946 "male"
"201" 1 2 "door1" 7 "B" "Leeds" 105.997328614049 "male"
"202" 2 2 "door1" 7 "B" "Leeds" 118.91678062079 "male"
"203" 1 2 "door2" 7 "B" "Leeds" 97.9242328301804 "female"
"204" 2 2 "door2" 7 "B" "Leeds" 102.56727831687 "female"
"205" 1 2 "door3" 7 "B" "Leeds" 116.110348044946 "male"
"206" 2 2 "door3" 7 "B" "Leeds" 110.148421071494 "female"
"207" 1 1 "door4" 7 "B" "Leeds" 118.49884143307 "female"
"208" 1 8 "door1" 8 "B" "Leeds" 101.847226460376 "female"
"209" 2 8 "door1" 8 "B" "Leeds" 99.0505697287173 "male"
"210" 3 8 "door1" 8 "B" "Leeds" 91.7952927204251 "female"
"211" 4 8 "door1" 8 "B" "Leeds" 105.405469100556 "male"
"212" 5 8 "door1" 8 "B" "Leeds" 101.582651470339 "male"
"213" 6 8 "door1" 8 "B" "Leeds" 95.2502756910873 "male"
"214" 7 8 "door1" 8 "B" "Leeds" 98.1440429052703 "female"
"215" 8 8 "door1" 8 "B" "Leeds" 100.174398909264 "male"
"216" 1 3 "door2" 8 "B" "Leeds" 105.947803220369 "female"
"217" 2 3 "door2" 8 "B" "Leeds" 104.054244731383 "male"
"218" 3 3 "door2" 8 "B" "Leeds" 90.0420726005598 "female"
"219" 1 1 "door3" 8 "B" "Leeds" 116.285001856182 "male"
"220" 1 1 "door4" 8 "B" "Leeds" 101.12460253271 "male"
"221" 1 4 "door1" 9 "B" "Leeds" 104.238281613751 "female"
"222" 2 4 "door1" 9 "B" "Leeds" 103.863026408203 "male"
"223" 3 4 "door1" 9 "B" "Leeds" 103.436061239327 "female"
"224" 4 4 "door1" 9 "B" "Leeds" 113.142330020715 "male"
"225" 1 2 "door2" 9 "B" "Leeds" 106.581920561824 "female"
"226" 2 2 "door2" 9 "B" "Leeds" 101.996507566266 "female"
"227" 1 6 "door3" 9 "B" "Leeds" 114.596221568381 "male"
"228" 2 6 "door3" 9 "B" "Leeds" 103.796509849307 "male"
"229" 3 6 "door3" 9 "B" "Leeds" 107.071605671622 "female"
"230" 4 6 "door3" 9 "B" "Leeds" 105.040871044379 "male"
"231" 5 6 "door3" 9 "B" "Leeds" 101.919077523531 "female"
"232" 6 6 "door3" 9 "B" "Leeds" 87.7182754526643 "female"
"233" 1 3 "door4" 9 "B" "Leeds" 114.721661629314 "female"
"234" 2 3 "door4" 9 "B" "Leeds" 108.82167814939 "male"
"235" 3 3 "door4" 9 "B" "Leeds" 117.377625499699 "male"
"236" 1 4 "door1" 10 "B" "Leeds" 91.8617151880956 "male"
"237" 2 4 "door1" 10 "B" "Leeds" 92.4980636204991 "female"
"238" 3 4 "door1" 10 "B" "Leeds" 107.155467300109 "female"
"239" 4 4 "door1" 10 "B" "Leeds" 113.752359214313 "male"
"240" 1 4 "door2" 10 "B" "Leeds" 116.723903766794 "male"
"241" 2 4 "door2" 10 "B" "Leeds" 94.4499269086693 "female"
"242" 3 4 "door2" 10 "B" "Leeds" 112.809637856976 "female"
"243" 4 4 "door2" 10 "B" "Leeds" 100.686095637934 "male"
"244" 1 3 "door3" 10 "B" "Leeds" 92.9569546591458 "male"
"245" 2 3 "door3" 10 "B" "Leeds" 95.0230624608089 "male"
"246" 3 3 "door3" 10 "B" "Leeds" 91.9139969745871 "female"
"247" 1 4 "door4" 10 "B" "Leeds" 101.035362199058 "female"
"248" 2 4 "door4" 10 "B" "Leeds" 99.2053021638764 "female"
"249" 3 4 "door4" 10 "B" "Leeds" 101.082730248721 "male"
"250" 4 4 "door4" 10 "B" "Leeds" 108.158382446321 "female"
"251" 1 3 "door1" 1 "C" "Leeds" 101.835442870798 "female"
"252" 2 3 "door1" 1 "C" "Leeds" 104.014003610115 "male"
"253" 3 3 "door1" 1 "C" "Leeds" 92.1543849932291 "female"
"254" 1 3 "door2" 1 "C" "Leeds" 98.7851753751793 "male"
"255" 2 3 "door2" 1 "C" "Leeds" 103.058722277417 "male"
"256" 3 3 "door2" 1 "C" "Leeds" 105.246309008009 "male"
"257" 1 1 "door3" 1 "C" "Leeds" 112.307111973417 "female"
"258" 1 3 "door4" 1 "C" "Leeds" 104.586104062203 "male"
"259" 2 3 "door4" 1 "C" "Leeds" 119.494908593774 "male"
"260" 3 3 "door4" 1 "C" "Leeds" 97.9877186857174 "male"
"261" 1 2 "door1" 2 "C" "Leeds" 108.133977776161 "female"
"262" 2 2 "door1" 2 "C" "Leeds" 107.483856754453 "female"
"263" 1 3 "door2" 2 "C" "Leeds" 98.6348031521751 "female"
"264" 2 3 "door2" 2 "C" "Leeds" 94.0711565560143 "female"
"265" 3 3 "door2" 2 "C" "Leeds" 105.24875724102 "male"
"266" 1 1 "door3" 2 "C" "Leeds" 100.143238829397 "male"
"267" 1 4 "door4" 2 "C" "Leeds" 108.844612930444 "female"
"268" 2 4 "door4" 2 "C" "Leeds" 98.3747559100671 "male"
"269" 3 4 "door4" 2 "C" "Leeds" 99.7423728146319 "male"
"270" 4 4 "door4" 2 "C" "Leeds" 92.0821547161781 "male"
"271" 1 2 "door1" 3 "C" "Leeds" 94.3749280121028 "male"
"272" 2 2 "door1" 3 "C" "Leeds" 93.8202408878027 "male"
"273" 1 2 "door2" 3 "C" "Leeds" 105.883859868754 "male"
"274" 2 2 "door2" 3 "C" "Leeds" 101.434304328143 "male"
"275" 1 5 "door3" 3 "C" "Leeds" 102.379939696919 "female"
"276" 2 5 "door3" 3 "C" "Leeds" 100.315341469369 "male"
"277" 3 5 "door3" 3 "C" "Leeds" 112.399485553103 "male"
"278" 4 5 "door3" 3 "C" "Leeds" 107.653200435872 "male"
"279" 5 5 "door3" 3 "C" "Leeds" 102.19189070501 "female"
"280" 1 5 "door4" 3 "C" "Leeds" 100.540669296784 "female"
"281" 2 5 "door4" 3 "C" "Leeds" 102.222476812605 "male"
"282" 3 5 "door4" 3 "C" "Leeds" 107.92371510618 "female"
"283" 4 5 "door4" 3 "C" "Leeds" 107.430262219764 "male"
"284" 5 5 "door4" 3 "C" "Leeds" 100.499831423184 "male"
"285" 1 2 "door1" 4 "C" "Leeds" 105.527471779666 "female"
"286" 2 2 "door1" 4 "C" "Leeds" 103.882858625599 "male"
"287" 1 3 "door2" 4 "C" "Leeds" 112.689825511107 "female"
"288" 2 3 "door2" 4 "C" "Leeds" 108.307267203786 "female"
"289" 3 3 "door2" 4 "C" "Leeds" 109.596172083224 "male"
"290" 1 7 "door3" 4 "C" "Leeds" 112.468663286071 "female"
"291" 2 7 "door3" 4 "C" "Leeds" 103.494447376893 "male"
"292" 3 7 "door3" 4 "C" "Leeds" 92.7334545505038 "male"
"293" 4 7 "door3" 4 "C" "Leeds" 98.3046473510776 "female"
"294" 5 7 "door3" 4 "C" "Leeds" 105.511828322397 "male"
"295" 6 7 "door3" 4 "C" "Leeds" 113.903453865973 "male"
"296" 7 7 "door3" 4 "C" "Leeds" 97.668629312218 "female"
"297" 1 4 "door4" 4 "C" "Leeds" 101.591832021536 "female"
"298" 2 4 "door4" 4 "C" "Leeds" 102.718474834634 "male"
"299" 3 4 "door4" 4 "C" "Leeds" 105.32538175582 "female"
"300" 4 4 "door4" 4 "C" "Leeds" 96.2793398786362 "male"
"301" 1 3 "door1" 5 "C" "Leeds" 98.0516447501071 "female"
"302" 2 3 "door1" 5 "C" "Leeds" 94.2297999529505 "female"
"303" 3 3 "door1" 5 "C" "Leeds" 90.5961734137628 "female"
"304" 1 4 "door2" 5 "C" "Leeds" 89.7967475424414 "male"
"305" 2 4 "door2" 5 "C" "Leeds" 92.0550285076491 "male"
"306" 3 4 "door2" 5 "C" "Leeds" 95.555083268714 "female"
"307" 4 4 "door2" 5 "C" "Leeds" 102.828983386778 "female"
"308" 1 3 "door3" 5 "C" "Leeds" 89.0303333491713 "female"
"309" 2 3 "door3" 5 "C" "Leeds" 93.7852602955191 "male"
"310" 3 3 "door3" 5 "C" "Leeds" 93.4747432480608 "male"
"311" 1 3 "door4" 5 "C" "Leeds" 106.734863407449 "female"
"312" 2 3 "door4" 5 "C" "Leeds" 93.1821007343296 "female"
"313" 3 3 "door4" 5 "C" "Leeds" 97.5967995207185 "female"
"314" 1 3 "door1" 6 "C" "Leeds" 106.910732086089 "female"
"315" 2 3 "door1" 6 "C" "Leeds" 99.9572539359794 "male"
"316" 3 3 "door1" 6 "C" "Leeds" 92.254357045998 "male"
"317" 1 3 "door2" 6 "C" "Leeds" 103.004194289402 "female"
"318" 2 3 "door2" 6 "C" "Leeds" 103.613066033253 "male"
"319" 3 3 "door2" 6 "C" "Leeds" 102.253464759643 "male"
"320" 1 3 "door3" 6 "C" "Leeds" 107.789231700622 "female"
"321" 2 3 "door3" 6 "C" "Leeds" 93.2739057931058 "male"
"322" 3 3 "door3" 6 "C" "Leeds" 96.6610725626816 "male"
"323" 1 5 "door4" 6 "C" "Leeds" 110.84706781434 "male"
"324" 2 5 "door4" 6 "C" "Leeds" 106.251759188111 "male"
"325" 3 5 "door4" 6 "C" "Leeds" 103.475691118408 "male"
"326" 4 5 "door4" 6 "C" "Leeds" 98.2936034246011 "female"
"327" 5 5 "door4" 6 "C" "Leeds" 102.772081190575 "female"
"328" 1 2 "door1" 7 "C" "Leeds" 92.7095230831345 "female"
"329" 2 2 "door1" 7 "C" "Leeds" 92.5094147491823 "male"
"330" 1 1 "door2" 7 "C" "Leeds" 105.015203747824 "male"
"331" 1 1 "door3" 7 "C" "Leeds" 105.95246800217 "male"
"332" 1 3 "door4" 7 "C" "Leeds" 108.850477969497 "male"
"333" 2 3 "door4" 7 "C" "Leeds" 96.7320168430859 "male"
"334" 3 3 "door4" 7 "C" "Leeds" 95.3461148281738 "female"
"335" 1 4 "door1" 8 "C" "Leeds" 95.0897592400222 "female"
"336" 2 4 "door1" 8 "C" "Leeds" 99.5793975554042 "male"
"337" 3 4 "door1" 8 "C" "Leeds" 92.7156007968857 "male"
"338" 4 4 "door1" 8 "C" "Leeds" 97.5859329692676 "male"
"339" 1 7 "door2" 8 "C" "Leeds" 87.8522860203619 "male"
"340" 2 7 "door2" 8 "C" "Leeds" 92.4156079032087 "male"
"341" 3 7 "door2" 8 "C" "Leeds" 110.837967570807 "female"
"342" 4 7 "door2" 8 "C" "Leeds" 103.542628675778 "female"
"343" 5 7 "door2" 8 "C" "Leeds" 93.5101847138668 "male"
"344" 6 7 "door2" 8 "C" "Leeds" 100.376095414017 "male"
"345" 7 7 "door2" 8 "C" "Leeds" 105.809600704582 "female"
"346" 1 4 "door3" 8 "C" "Leeds" 93.4704585395128 "female"
"347" 2 4 "door3" 8 "C" "Leeds" 99.3966996463503 "male"
"348" 3 4 "door3" 8 "C" "Leeds" 92.3327642435015 "male"
"349" 4 4 "door3" 8 "C" "Leeds" 89.8072821249235 "male"
"350" 1 1 "door4" 8 "C" "Leeds" 89.3652043563432 "male"
"351" 1 3 "door1" 9 "C" "Leeds" 89.2030067092778 "male"
"352" 2 3 "door1" 9 "C" "Leeds" 106.366063713966 "male"
"353" 3 3 "door1" 9 "C" "Leeds" 97.4129326631384 "male"
"354" 1 2 "door2" 9 "C" "Leeds" 101.35016471877 "female"
"355" 2 2 "door2" 9 "C" "Leeds" 89.1820302771813 "male"
"356" 1 4 "door3" 9 "C" "Leeds" 94.3539797253993 "male"
"357" 2 4 "door3" 9 "C" "Leeds" 105.999451167404 "male"
"358" 3 4 "door3" 9 "C" "Leeds" 94.6476784413042 "male"
"359" 4 4 "door3" 9 "C" "Leeds" 86.8801415879658 "female"
"360" 1 5 "door4" 9 "C" "Leeds" 83.1763147206578 "female"
"361" 2 5 "door4" 9 "C" "Leeds" 92.8586982856899 "female"
"362" 3 5 "door4" 9 "C" "Leeds" 81.9590287953585 "female"
"363" 4 5 "door4" 9 "C" "Leeds" 103.052679330955 "female"
"364" 5 5 "door4" 9 "C" "Leeds" 99.5479645969067 "male"
"365" 1 4 "door1" 10 "C" "Leeds" 104.67004602935 "male"
"366" 2 4 "door1" 10 "C" "Leeds" 109.598353846901 "male"
"367" 3 4 "door1" 10 "C" "Leeds" 104.72539494484 "female"
"368" 4 4 "door1" 10 "C" "Leeds" 111.149860887242 "male"
"369" 1 2 "door2" 10 "C" "Leeds" 102.206097788679 "male"
"370" 2 2 "door2" 10 "C" "Leeds" 103.760705208482 "female"
"371" 1 1 "door3" 10 "C" "Leeds" 90.3867536855095 "female"
"372" 1 1 "door4" 10 "C" "Leeds" 106.727179660807 "male"
"373" 1 2 "door1" 1 "D" "Leeds" 87.2755536184487 "male"
"374" 2 2 "door1" 1 "D" "Leeds" 105.84019120974 "male"
"375" 1 7 "door2" 1 "D" "Leeds" 102.886868065611 "male"
"376" 2 7 "door2" 1 "D" "Leeds" 91.7545606545527 "male"
"377" 3 7 "door2" 1 "D" "Leeds" 100.215131251083 "male"
"378" 4 7 "door2" 1 "D" "Leeds" 82.2106891130619 "male"
"379" 5 7 "door2" 1 "D" "Leeds" 104.5378580272 "female"
"380" 6 7 "door2" 1 "D" "Leeds" 90.7851504572292 "male"
"381" 7 7 "door2" 1 "D" "Leeds" 92.0504727968413 "female"
"382" 1 2 "door3" 1 "D" "Leeds" 105.181256356966 "male"
